218833,14,70,73,802,299,,,,,3310,14,70,73,75.1875,28.03125
218843,12,70,73,803,299,,,,,3320,12,70,73,75.28125,28.03125
218853,11,70,73,802,300,,,,,3330,11,70,73,75.1875,28.125
218863,9,70,73,803,300,,,,,3340,9,70,73,75.28125,28.125
218873,9,70,73,803,300,,,,,3350,9,70,73,75.28125,28.125
218883,9,70,73,803,301,,,,,3360,9,70,73,75.28125,28.21875
218892,9,70,73,803,301,,,,,3369,9,70,73,75.28125,28.21875
218903,9,70,73,803,302,,,,,3380,9,70,73,75.28125,28.3125
218913,11,70,73,802,302,,,,,3390,11,70,73,75.1875,28.3125
218923,13,70,73,803,303,,,,,3400,13,70,73,75.28125,28.40625
218933,16,70,73,803,303,,,,,3410,16,70,73,75.28125,28.40625
218942,16,70,73,802,304,,,,,3419,16,70,73,75.1875,28.5
218953,23,70,73,803,303,,,,,3430,23,70,73,75.28125,28.40625
218963,28,70,73,803,305,,,,,3440,28,70,73,75.28125,28.59375
218972,28,70,73,803,306,,,,,3449,28,70,73,75.28125,28.6875
218983,39,70,73,803,307,,,,,3460,39,70,73,75.28125,28.78125
218993,43,70,73,803,307,,,,,3470,43,70,73,75.28125,28.78125
219003,46,70,73,802,308,,,,,3480,46,70,73,75.1875,28.875
219013,49,70,73,803,308,,,,,3490,49,70,73,75.28125,28.875
219022,49,70,73,802,309,,,,,3499,49,70,73,75.1875,28.96875
219033,54,70,73,802,308,,,,,3510,54,70,73,75.1875,28.875
219043,54,70,73,803,310,,,,,3520,54,70,73,75.28125,29.0625
219053,56,70,73,803,310,,,,,3530,56,70,73,75.28125,29.0625
219062,56,70,73,803,311,,,,,3539,56,70,73,75.28125,29.15625
219073,56,70,73,803,310,,,,,3550,56,70,73,75.28125,29.0625
219083,56,70,73,803,311,,,,,3560,56,70,73,75.28125,29.15625
219093,55,70,73,803,311,,,,,3570,55,70,73,75.28125,29.15625
219102,55,70,73,803,311,,,,,3579,55,70,73,75.28125,29.15625
219113,53,70,73,803,310,,,,,3590,53,70,73,75.28125,29.0625
219123,51,70,73,802,311,,,,,3600,51,70,73,75.1875,29.15625
219143,47,70,73,802,313,,,,,3620,47,70,73,75.1875,29.34375
219152,47,70,73,803,312,,,,,3629,47,70,73,75.28125,29.25
219163,41,70,73,803,313,,,,,3640,41,70,73,75.28125,29.34375
219172,41,70,73,803,313,,,,,3649,41,70,73,75.28125,29.34375
219183,34,70,73,802,314,,,,,3660,34,70,73,75.1875,29.4375
219193,31,70,73,803,313,,,,,3670,31,70,73,75.28125,29.34375
219203,28,70,73,802,313,,,,,3680,28,70,73,75.1875,29.34375
219213,25,70,73,803,314,,,,,3690,25,70,73,75.28125,29.4375
219223,22,70,73,803,315,,,,,3700,22,70,73,75.28125,29.53125
219233,21,70,73,802,315,,,,,3710,21,70,73,75.1875,29.53125
219243,18,70,73,803,314,,,,,3720,18,70,73,75.28125,29.4375
219253,17,70,73,803,315,,,,,3730,17,70,73,75.28125,29.53125
219263,14,70,73,802,315,,,,,3740,14,70,73,75.1875,29.53125
219273,12,70,73,803,315,,,,,3750,12,70,73,75.28125,29.53125
219283,10,70,73,803,316,,,,,3760,10,70,73,75.28125,29.625
219293,9,70,73,803,317,,,,,3770,9,70,73,75.28125,29.71875
219303,7,70,73,802,317,,,,,3780,7,70,73,75.1875,29.71875
219312,7,70,73,802,317,,,,,3789,7,70,73,75.1875,29.71875
219323,5,70,73,803,319,,,,,3800,5,70,73,75.28125,29.90625
219333,5,70,73,802,318,,,,,3810,5,70,73,75.1875,29.8125
219343,5,70,73,803,318,,,,,3820,5,70,73,75.28125,29.8125
219353,5,70,73,803,318,,,,,3830,5,70,73,75.28125,29.8125
219363,5,70,73,802,318,,,,,3840,5,70,73,75.1875,29.8125
219373,5,70,73,803,319,,,,,3850,5,70,73,75.28125,29.90625
219383,6,70,73,803,319,,,,,3860,6,70,73,75.28125,29.90625
219392,6,70,73,803,320,,,,,3869,6,70,73,75.28125,30
219403,9,70,73,803,320,,,,,3880,9,70,73,75.28125,30
219413,12,70,73,802,322,,,,,3890,12,70,73,75.1875,30.1875
219423,15,70,73,802,322,,,,,3900,15,70,73,75.1875,30.1875
219432,15,70,73,803,325,,,,,3909,15,70,73,75.28125,30.46875
219453,28,70,73,803,329,,,,,3930,28,70,73,75.28125,30.84375
219462,28,70,73,803,336,,,,,3939,28,70,73,75.28125,31.5
219473,36,70,73,802,343,,,,,3950,36,70,73,75.1875,32.15625
219482,36,70,73,802,350,,,,,3959,36,70,73,75.1875,32.8125
219493,41,70,73,803,357,,,,,3970,41,70,73,75.28125,33.46875
219503,44,70,73,802,361,,,,,3980,44,70,73,75.1875,33.84375
219513,45,70,73,803,366,,,,,3990,45,70,73,75.28125,34.3125
219523,46,70,73,802,367,,,,,4000,46,70,73,75.1875,34.40625
219533,47,70,73,803,370,,,,,4010,47,70,73,75.28125,34.6875
219543,46,70,73,803,370,,,,,4020,46,70,73,75.28125,34.6875
219553,47,70,73,802,370,,,,,4030,47,70,73,75.1875,34.6875
219563,46,70,73,803,371,,,,,4040,46,70,73,75.28125,34.78125
219573,45,70,73,802,371,,,,,4050,45,70,73,75.1875,34.78125
